date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:02:28	38294/38294	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-9596%22	https://adminlte.io/themes/v3/pages/layout/top-nav-sidebar.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/layout/top-nav-sidebar.html	(from https://adminlte.io/themes/v3/index.html)
01:02:28	34537/34537	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-86e9%22	https://adminlte.io/themes/v3/pages/layout/boxed.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/layout/boxed.html	(from https://adminlte.io/themes/v3/index.html)
01:02:28	34781/34781	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-87dd%22	https://adminlte.io/themes/v3/pages/layout/fixed-sidebar.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/layout/fixed-sidebar.html	(from https://adminlte.io/themes/v3/index.html)
01:02:28	35036/35036	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-88dc%22	https://adminlte.io/themes/v3/pages/layout/fixed-sidebar-custom.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/layout/fixed-sidebar-custom.html	(from https://adminlte.io/themes/v3/index.html)
01:02:28	34577/34577	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-8711%22	https://adminlte.io/themes/v3/pages/layout/fixed-topnav.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/layout/fixed-topnav.html	(from https://adminlte.io/themes/v3/index.html)
01:02:29	34565/34565	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-8705%22	https://adminlte.io/themes/v3/pages/layout/fixed-footer.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/layout/fixed-footer.html	(from https://adminlte.io/themes/v3/index.html)
01:02:29	34566/34566	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-8706%22	https://adminlte.io/themes/v3/pages/layout/collapsed-sidebar.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/layout/collapsed-sidebar.html	(from https://adminlte.io/themes/v3/index.html)
01:02:29	44237/44237	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-accd%22	https://adminlte.io/themes/v3/pages/charts/chartjs.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/charts/chartjs.html	(from https://adminlte.io/themes/v3/index.html)
01:02:29	44888/44888	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-af58%22	https://adminlte.io/themes/v3/pages/charts/flot.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/charts/flot.html	(from https://adminlte.io/themes/v3/index.html)
01:02:30	45802/45802	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-b2ea%22	https://adminlte.io/themes/v3/pages/charts/inline.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/charts/inline.html	(from https://adminlte.io/themes/v3/index.html)
01:02:30	36940/36940	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-904c%22	https://adminlte.io/themes/v3/pages/charts/uplot.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/charts/uplot.html	(from https://adminlte.io/themes/v3/index.html)
01:02:30	80633/80633	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-13af9%22	https://adminlte.io/themes/v3/pages/UI/general.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/UI/general.html	(from https://adminlte.io/themes/v3/index.html)
01:02:30	34047/34047	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-84ff%22	https://adminlte.io/themes/v3/pages/UI/icons.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/UI/icons.html	(from https://adminlte.io/themes/v3/index.html)
01:02:30	104654/104654	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-198ce%22	https://adminlte.io/themes/v3/pages/UI/buttons.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/UI/buttons.html	(from https://adminlte.io/themes/v3/index.html)
01:02:31	42697/42697	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-a6c9%22	https://adminlte.io/themes/v3/pages/UI/sliders.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/UI/sliders.html	(from https://adminlte.io/themes/v3/index.html)
01:02:31	56853/56853	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-de15%22	https://adminlte.io/themes/v3/pages/UI/modals.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/UI/modals.html	(from https://adminlte.io/themes/v3/index.html)
01:02:31	128684/128684	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-1f6ac%22	https://adminlte.io/themes/v3/pages/UI/navbar.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/UI/navbar.html	(from https://adminlte.io/themes/v3/index.html)
01:02:31	38193/38193	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-9531%22	https://adminlte.io/themes/v3/pages/UI/timeline.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/UI/timeline.html	(from https://adminlte.io/themes/v3/index.html)
01:02:31	40298/40298	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-9d6a%22	https://adminlte.io/themes/v3/pages/UI/ribbons.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/UI/ribbons.html	(from https://adminlte.io/themes/v3/index.html)
01:02:32	63833/63833	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-f959%22	https://adminlte.io/themes/v3/pages/forms/general.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/forms/general.html	(from https://adminlte.io/themes/v3/index.html)
01:02:32	74606/74606	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-1236e%22	https://adminlte.io/themes/v3/pages/forms/advanced.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/forms/advanced.html	(from https://adminlte.io/themes/v3/index.html)
01:02:32	36304/36304	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-8dd0%22	https://adminlte.io/themes/v3/pages/forms/editors.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/forms/editors.html	(from https://adminlte.io/themes/v3/index.html)
01:02:32	36685/36685	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-8f4d%22	https://adminlte.io/themes/v3/pages/forms/validation.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/forms/validation.html	(from https://adminlte.io/themes/v3/index.html)
01:02:33	66923/66923	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-1056b%22	https://adminlte.io/themes/v3/pages/tables/simple.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/tables/simple.html	(from https://adminlte.io/themes/v3/index.html)
01:02:33	64209/64209	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-fad1%22	https://adminlte.io/themes/v3/pages/tables/data.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/tables/data.html	(from https://adminlte.io/themes/v3/index.html)
01:02:33	34549/34549	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-86f5%22	https://adminlte.io/themes/v3/pages/tables/jsgrid.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/tables/jsgrid.html	(from https://adminlte.io/themes/v3/index.html)
01:02:33	42050/42050	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-a442%22	https://adminlte.io/themes/v3/pages/calendar.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/calendar.html	(from https://adminlte.io/themes/v3/index.html)
01:02:33	45756/45756	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-b2bc%22	https://adminlte.io/themes/v3/pages/gallery.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/gallery.html	(from https://adminlte.io/themes/v3/index.html)
01:02:34	40606/40606	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-9e9e%22	https://adminlte.io/themes/v3/pages/kanban.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/kanban.html	(from https://adminlte.io/themes/v3/index.html)
01:02:34	53717/53717	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-d1d5%22	https://adminlte.io/themes/v3/pages/mailbox/mailbox.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/mailbox/mailbox.html	(from https://adminlte.io/themes/v3/index.html)
01:02:34	40499/40499	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-9e33%22	https://adminlte.io/themes/v3/pages/mailbox/compose.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/mailbox/compose.html	(from https://adminlte.io/themes/v3/index.html)
01:02:34	44929/44929	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-af81%22	https://adminlte.io/themes/v3/pages/mailbox/read-mail.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/mailbox/read-mail.html	(from https://adminlte.io/themes/v3/index.html)
01:02:34	39871/39871	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-9bbf%22	https://adminlte.io/themes/v3/pages/examples/invoice.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/invoice.html	(from https://adminlte.io/themes/v3/index.html)
01:02:35	50443/50443	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-c50b%22	https://adminlte.io/themes/v3/pages/examples/profile.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/profile.html	(from https://adminlte.io/themes/v3/index.html)
01:02:35	43182/43182	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-a8ae%22	https://adminlte.io/themes/v3/pages/examples/e-commerce.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/e-commerce.html	(from https://adminlte.io/themes/v3/index.html)
01:02:35	58599/58599	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-e4e7%22	https://adminlte.io/themes/v3/pages/examples/projects.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/projects.html	(from https://adminlte.io/themes/v3/index.html)
01:02:35	36695/36695	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-8f57%22	https://adminlte.io/themes/v3/pages/examples/project-add.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/project-add.html	(from https://adminlte.io/themes/v3/index.html)
01:02:36	40182/40182	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-9cf6%22	https://adminlte.io/themes/v3/pages/examples/project-edit.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/project-edit.html	(from https://adminlte.io/themes/v3/index.html)
01:02:36	40481/40481	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-9e21%22	https://adminlte.io/themes/v3/pages/examples/project-detail.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/project-detail.html	(from https://adminlte.io/themes/v3/index.html)
01:02:36	49512/49512	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-c168%22	https://adminlte.io/themes/v3/pages/examples/contacts.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/contacts.html	(from https://adminlte.io/themes/v3/index.html)
01:02:36	40457/40457	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-9e09%22	https://adminlte.io/themes/v3/pages/examples/faq.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/faq.html	(from https://adminlte.io/themes/v3/index.html)
01:02:36	34769/34769	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-87d1%22	https://adminlte.io/themes/v3/pages/examples/contact-us.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/contact-us.html	(from https://adminlte.io/themes/v3/index.html)
01:02:37	3064/3064	---MCZ	200	added ('OK')	text/html	etag:W/%225fbe1450-bf8%22	https://adminlte.io/themes/v3/pages/examples/login.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/login.html	(from https://adminlte.io/themes/v3/index.html)
01:02:37	3579/3579	---MCZ	200	added ('OK')	text/html	etag:W/%225fbe1450-dfb%22	https://adminlte.io/themes/v3/pages/examples/register.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/register.html	(from https://adminlte.io/themes/v3/index.html)
01:02:37	2135/2135	---MCZ	200	added ('OK')	text/html	etag:W/%225fbe1450-857%22	https://adminlte.io/themes/v3/pages/examples/forgot-password.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/forgot-password.html	(from https://adminlte.io/themes/v3/index.html)
01:02:37	2324/2324	---MCZ	200	added ('OK')	text/html	etag:W/%225fbe1450-914%22	https://adminlte.io/themes/v3/pages/examples/recover-password.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/recover-password.html	(from https://adminlte.io/themes/v3/index.html)
01:02:37	3104/3104	---MCZ	200	added ('OK')	text/html	etag:W/%225fbe1450-c20%22	https://adminlte.io/themes/v3/pages/examples/login-v2.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/login-v2.html	(from https://adminlte.io/themes/v3/index.html)
01:02:38	3595/3595	---MCZ	200	added ('OK')	text/html	etag:W/%225fbe1450-e0b%22	https://adminlte.io/themes/v3/pages/examples/register-v2.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/register-v2.html	(from https://adminlte.io/themes/v3/index.html)
01:02:38	2038/2038	---MCZ	200	added ('OK')	text/html	etag:W/%225fbe1450-7f6%22	https://adminlte.io/themes/v3/pages/examples/forgot-password-v2.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/forgot-password-v2.html	(from https://adminlte.io/themes/v3/index.html)
01:02:38	2344/2344	---MCZ	200	added ('OK')	text/html	etag:W/%225fbe1450-928%22	https://adminlte.io/themes/v3/pages/examples/recover-password-v2.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/recover-password-v2.html	(from https://adminlte.io/themes/v3/index.html)
01:02:38	2138/2138	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-85a%22	https://adminlte.io/themes/v3/pages/examples/lockscreen.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/lockscreen.html	(from https://adminlte.io/themes/v3/index.html)
01:02:39	35381/35381	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-8a35%22	https://adminlte.io/themes/v3/pages/examples/legacy-user-menu.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/legacy-user-menu.html	(from https://adminlte.io/themes/v3/index.html)
01:02:39	34821/34821	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-8805%22	https://adminlte.io/themes/v3/pages/examples/language-menu.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/language-menu.html	(from https://adminlte.io/themes/v3/index.html)
01:02:39	34330/34330	---MCZ	200	added ('OK')	text/html	etag:W/%2260587b2e-861a%22	https://adminlte.io/themes/v3/pages/examples/404.html	C:/Users/ldeto/OneDrive/Documentos/LuisDeTomas/13.-Proyectos/Plantillas%20web%20Admin/Plantilla003/adminlte.io/themes/v3/pages/examples/404.html	(from https://adminlte.io/themes/v3/index.html)
